mp-23334,Bi2TeO5
mp-29803,SiH
mp-571279,ZrI2
mp-2793,AuSe
mp-31007,Tb5Br8
mp-583234,Bi4I
mp-28116,TiCl2
mp-27725,AuI
mp-570506,ZrI2
mp-715574,MoO3
mp-7991,BN
mp-29652,TaSe3
mvc-15221,Sb2S5
mp-22693,Te2W
mp-715617,V6O13
mp-7991,BN
mp-938,GeTe
mp-28572,LaBr2
mp-23313,InBi
mp-558134,TlF
mp-7655,BaSi2
mvc-13239,TiF4
mvc-13941,CoF4
mp-20050,InP3
mp-23261,I2O5
mvc-13239,TiF4
mp-7655,BaSi2
mp-570197,Bi2Pd
mp-1863,SiAs
mp-23313,InBi
mp-484,Te3As2
mp-1009834,Al2Ru
mp-30282,La2I5
mp-998972,TiAu
mp-554340,CrF2
mp-1662,Te2Au
mp-570922,MgCl2
mp-28117,VCl3
mp-23174,ReCl3
mp-7541,SnP3
mp-974434,RuF4
mp-1892,Ba2N
mp-684652,BeF2
mp-1008902,LuSb2
mp-705538,MoO3
mp-34260,ZrF4
mp-850032,Fe3S4
mp-977242,Hg3Sb
mp-21042,Te4Pt3
mp-1008682,TiS2
mp-850032,Fe3S4
mp-765923,Mn2F7
mp-608366,CuN6
mvc-13985,SnF4
mvc-10495,Cr4O9
mvc-14624,MoN
mp-684652,BeF2
mp-7096,Fe3S4
mvc-13836,TaF5
mp-1008600,ZrN2
mp-990084,Na2Cl
mvc-13455,MoN2
mvc-13958,SbF5
mp-568128,GaSe
mp-1039263,MgBi2
mp-1094406,YMg2
mp-1077089,CdClO
